Date1 Month,Date1 Day,Date1 Year,Date2 Month,Date2 Day,Date2 Year,Years Apart,Days Apart
1.0,0.8387096774193549,0.5307692307692308,0.08333333333333333,0.22580645161290322,0.9692307692307692,0.4307692307692308,0.07123287671232877
1.0,0.6129032258064516,0.6692307692307692,0.16666666666666666,0.5806451612903226,0.9692307692307692,0.2923076923076923,0.19452054794520549
0.9166666666666666,0.45161290322580644,0.36153846153846153,0.75,0.9354838709677419,0.9615384615384616,0.5923076923076923,0.9287671232876712
0.16666666666666666,0.3870967741935484,0.4461538461538462,0.5,0.16129032258064516,0.9692307692307692,0.5230769230769231,0.3561643835616438
0.3333333333333333,0.3548387096774194,0.7307692307692307,0.75,0.06451612903225806,0.9615384615384616,0.23076923076923078,0.41643835616438357
0.3333333333333333,0.6774193548387096,0.4076923076923077,0.75,0.7419354838709677,0.9615384615384616,0.5538461538461539,0.473972602739726
1.0,0.4838709677419355,0.5230769230769231,0.5833333333333334,0.8064516129032258,0.9615384615384616,0.4307692307692308,0.6465753424657534
0.3333333333333333,0.5806451612903226,0.3,0.5833333333333334,0.7419354838709677,0.9692307692307692,0.6692307692307692,0.3232876712328767
0.5,0.12903225806451613,0.4846153846153846,0.6666666666666666,0.41935483870967744,0.9692307692307692,0.4846153846153846,0.2356164383561644
0.8333333333333334,0.8387096774193549,0.3153846153846154,0.4166666666666667,0.8709677419354839,0.9615384615384616,0.6384615384615384,0.6410958904109589
0.9166666666666666,0.12903225806451613,0.6692307692307692,0.8333333333333334,0.8387096774193549,0.9615384615384616,0.2923076923076923,0.0027397260273972603
0.5833333333333334,0.06451612903225806,0.4307692307692308,0.4166666666666667,0.967741935483871,0.9692307692307692,0.5307692307692308,0.9561643835616438
1.0,0.6129032258064516,0.007692307692307693,0.4166666666666667,0.3548387096774194,0.9692307692307692,0.9538461538461539,0.4767123287671233
0.4166666666666667,0.06451612903225806,0.6307692307692307,0.8333333333333334,0.7419354838709677,0.9692307692307692,0.3384615384615385,0.5068493150684932
0.6666666666666666,0.25806451612903225,0.17692307692307693,0.9166666666666666,0.9032258064516129,0.9615384615384616,0.7846153846153846,0.3780821917808219
0.6666666666666666,0.6451612903225806,0.6076923076923076,0.75,0.4838709677419355,0.9692307692307692,0.36153846153846153,0.10410958904109589
0.08333333333333333,0.6451612903225806,0.06153846153846154,0.25,0.8387096774193549,0.9692307692307692,0.9076923076923077,0.2602739726027397
0.6666666666666666,0.6774193548387096,0.2923076923076923,0.6666666666666666,0.7096774193548387,0.9615384615384616,0.6692307692307692,0.06301369863013699
0.5833333333333334,0.9032258064516129,0.5769230769230769,0.75,0.03225806451612903,0.9615384615384616,0.38461538461538464,0.13150684931506848
0.16666666666666666,0.3225806451612903,0.18461538461538463,0.08333333333333333,0.8387096774193549,0.9692307692307692,0.7846153846153846,0.030136986301369864
0.25,0.7096774193548387,0.4076923076923077,0.25,0.2903225806451613,0.9615384615384616,0.5538461538461539,0.0136986301369863
0.25,0.03225806451612903,0.45384615384615384,0.6666666666666666,0.41935483870967744,0.9692307692307692,0.5153846153846153,0.4986301369863014
0.16666666666666666,0.4838709677419355,0.7615384615384615,0.16666666666666666,0.12903225806451613,0.9615384615384616,0.19230769230769232,0.989041095890411
0.3333333333333333,0.7096774193548387,0.35384615384615387,0.6666666666666666,0.25806451612903225,0.9692307692307692,0.6153846153846154,0.3506849315068493
0.75,0.1935483870967742,0.36153846153846153,0.5,0.7741935483870968,0.9692307692307692,0.6,0.852054794520548
0.16666666666666666,0.03225806451612903,0.7153846153846154,0.75,0.0967741935483871,0.9615384615384616,0.24615384615384617,0.6082191780821918
0.9166666666666666,0.5161290322580645,0.7461538461538462,1.0,0.6451612903225806,0.9615384615384616,0.2153846153846154,0.11232876712328767
0.3333333333333333,0.4838709677419355,0.9384615384615385,0.5833333333333334,0.25806451612903225,0.9692307692307692,0.03076923076923077,0.2328767123287671
0.9166666666666666,0.967741935483871,0.8076923076923077,0.5833333333333334,0.967741935483871,0.9692307692307692,0.15384615384615385,0.6767123287671233
0.6666666666666666,0.7741935483870968,0.03076923076923077,0.9166666666666666,0.06451612903225806,0.9615384615384616,0.9307692307692308,0.273972602739726
0.5,0.6774193548387096,0.2846153846153846,0.25,0.9032258064516129,0.9615384615384616,0.6692307692307692,0.8273972602739726
1.0,0.8709677419354839,0.23846153846153847,0.6666666666666666,0.3548387096774194,0.9692307692307692,0.7230769230769231,0.6876712328767123
0.9166666666666666,0.6451612903225806,0.7846153846153846,1.0,0.8064516129032258,0.9692307692307692,0.18461538461538463,0.11232876712328767
0.4166666666666667,0.9354838709677419,0.3076923076923077,0.75,0.6129032258064516,0.9615384615384616,0.6538461538461539,0.36712328767123287
0.8333333333333334,0.7096774193548387,0.5,0.5833333333333334,0.7096774193548387,0.9615384615384616,0.45384615384615384,0.7890410958904109
0.25,0.8387096774193549,0.49230769230769234,1.0,0.25806451612903225,0.9615384615384616,0.46923076923076923,0.7452054794520548
0.6666666666666666,0.06451612903225806,0.7,0.3333333333333333,0.0967741935483871,0.9615384615384616,0.25384615384615383,0.6931506849315069
0.9166666666666666,0.9032258064516129,0.17692307692307693,0.75,0.6129032258064516,0.9615384615384616,0.7769230769230769,0.8794520547945206
0.6666666666666666,0.3870967741935484,0.05384615384615385,0.16666666666666666,0.7741935483870968,0.9692307692307692,0.9076923076923077,0.6191780821917808
0.8333333333333334,0.5483870967741935,0.5230769230769231,0.25,0.6129032258064516,0.9692307692307692,0.43846153846153846,0.4575342465753425
0.5,0.6129032258064516,0.4846153846153846,0.08333333333333333,0.5806451612903226,0.9692307692307692,0.47692307692307695,0.6273972602739726
0.3333333333333333,0.6774193548387096,0.015384615384615385,1.0,0.8064516129032258,0.9615384615384616,0.9461538461538461,0.7643835616438356
0.8333333333333334,0.22580645161290322,0.2692307692307692,0.25,0.25806451612903225,0.9615384615384616,0.6846153846153846,0.4794520547945205
0.75,0.6129032258064516,0.3153846153846154,0.5833333333333334,0.8709677419354839,0.9615384615384616,0.6384615384615384,0.9095890410958904
0.6666666666666666,0.41935483870967744,0.26153846153846155,0.16666666666666666,0.9032258064516129,0.9692307692307692,0.7,0.6082191780821918
0.3333333333333333,0.03225806451612903,0.6615384615384615,1.0,0.3225806451612903,0.9615384615384616,0.3,0.7205479452054795
0.25,0.41935483870967744,0.7384615384615385,0.16666666666666666,0.22580645161290322,0.9615384615384616,0.2153846153846154,0.9260273972602739
0.5,0.12903225806451613,0.4307692307692308,0.75,0.8387096774193549,0.9615384615384616,0.5307692307692308,0.3589041095890411
0.75,0.8387096774193549,0.8153846153846154,0.3333333333333333,0.6129032258064516,0.9692307692307692,0.14615384615384616,0.5753424657534246
0.8333333333333334,0.7741935483870968,0.9384615384615385,0.9166666666666666,0.5161290322580645,0.9615384615384616,0.023076923076923078,0.06575342465753424
0.4166666666666667,0.7419354838709677,0.5615384615384615,0.4166666666666667,0.5483870967741935,0.9692307692307692,0.4076923076923077,0.019178082191780823
0.6666666666666666,0.3225806451612903,0.2153846153846154,0.16666666666666666,0.25806451612903225,0.9615384615384616,0.7384615384615385,0.5643835616438356
1.0,0.41935483870967744,0.18461538461538463,1.0,0.8709677419354839,0.9615384615384616,0.7769230769230769,0.10684931506849316
0.9166666666666666,0.9032258064516129,0.5384615384615384,1.0,0.03225806451612903,0.9692307692307692,0.4307692307692308,0.04657534246575343
0.75,0.16129032258064516,0.2076923076923077,0.5,0.5161290322580645,0.9615384615384616,0.7461538461538462,0.8465753424657534
0.25,0.6129032258064516,0.47692307692307695,0.8333333333333334,0.22580645161290322,0.9692307692307692,0.49230769230769234,0.5972602739726027
0.16666666666666666,0.06451612903225806,0.46923076923076923,0.8333333333333334,0.3225806451612903,0.9615384615384616,0.49230769230769234,0.7287671232876712
0.5,0.6451612903225806,0.06923076923076923,0.8333333333333334,0.1935483870967742,0.9615384615384616,0.8923076923076924,0.37534246575342467
0.4166666666666667,1.0,0.7230769230769231,0.3333333333333333,0.5806451612903226,0.9692307692307692,0.23846153846153847,0.9041095890410958
0.3333333333333333,0.25806451612903225,0.12307692307692308,0.4166666666666667,0.0967741935483871,0.9692307692307692,0.8461538461538461,0.14246575342465753
0.5833333333333334,0.7096774193548387,0.3923076923076923,0.16666666666666666,0.8709677419354839,0.9615384615384616,0.5615384615384615,0.6547945205479452
